en,ml,pr,WER,CER,BLEU
Kvarnteen‍ kittathe 5 manikkoor‍ theruvil; emeleyum klktrum itapettu ntpti,ക്വാറന്റീന്‍ കിട്ടാതെ 5 മണിക്കൂര്‍ തെരുവിൽ; എംഎൽഎയും കലക്ടറും ഇടപെട്ട് നടപടി,ക്വർന്ീീൻ‍ കിട്ടാതെ 5 മണിക്കൂർ‍ തെരുവിൽ; ഇമേലെയും ക്ൽകകട്രും ഇത്പെടടട് ന്റിപിടി,66.66666666666666,31.57894736842105,5.61222232430573
Nati rmyaa krushnante karil ninnu mdykkuppikl pitikooti; shodriyum oppam,നടി രമ്യാ കൃഷ്ണന്റെ കാറിൽ നിന്ന് മദ്യക്കുപ്പികൾ പിടികൂടി; സഹോദരിയും ഒപ്പം,നട്് മർമ്യ കൃഷ്ണന്റെ കാിൽ നിന്ന് മിടിക്കുപ്പിക്് പിട്ക്കൂടിട; ഷോദ്രിയും ഒപ്പം,66.66666666666666,24.65753424657534,3.155984539112946
Svashrya medikkal kolaju phees: hykkotathi vidhikkethire srkkar appeel nalkiyekkum,സ്വാശ്രയ മെഡിക്കൽ കോളജ് ഫീസ്: ഹൈക്കോടതി വിധിക്കെതിരെ സർക്കാർ അപ്പീൽ നൽകിയേക്കും,സ്വശ്ര്യ മെടിക്കൽ കോളജു ഫീസ്: ഹൈക്കോടതടതിി വിധിക്കെതിരെ സ്കകകകർ അപ്പീൽ നൽകിയേക്കും,55.55555555555556,12.658227848101266,6.030725360407769
Idiye poleesu thtnjthu niymvazhchyotulla velluvili: ke.Surendran,ഇഡിയെ പൊലീസ് തടഞ്ഞത് നിയമവാഴ്ചയോടുള്ള വെല്ലുവിളി: കെ.സുരേന്ദ്രൻ,ഇടിയെ പോലീസ് ത്ട്ഞ്ഞു നിയ്വവവഴ്ച്യോട്ുള്ള വെല്ലുവിളി: കേ.സുരേന്ദ്രൻ,83.33333333333334,19.047619047619047,4.08248290463863
‘lyph’ thtyan shrmmennu prathi; niymsbhaa samithi idiyotu vishdeekrnm thetum,‘ലൈഫ്’ തടയാൻ ശ്രമമെന്ന് പരാതി; നിയമസഭാ സമിതി ഇഡിയോടു വിശദീകരണം തേടും,‘ലൈഫ്’ ത്ട്യൻ ശിർമമന്്ന് പ്രതി; നിയ്ംസസാാ സമിതി ഇടിയോട് വിഷ്ദീക്ന്ം തേറ്റു,77.77777777777779,35.294117647058826,2.8517539529041507
Dalhiyil kovidu rooksham; amithu shaa kej‌rivalumayi chr‍ccha nttthum,ഡൽഹിയിൽ കോവിഡ് രൂക്ഷം; അമിത് ഷാ കേജ്‌രിവാളുമായി ചര്‍ച്ച നടത്തും,ഡൽഹിയിൽ കോവിട് രൂക്ഷം; അമിത്ത് ഷാ കേജ്‌രിവലുമായി ചിർർ‍ചചച് ന്റ്തതതംം,62.5,23.809523809523807,3.655552228545124
"Kovid: smsthantthu innu 26 mrnm, 6820 perkku kooti rogam, mottham 84,087","കോവിഡ്: സംസ്ഥാനത്ത് ഇന്ന് 26 മരണം, 6820 പേർക്ക് കൂടി രോഗം, മൊത്തം 84,087","കോവിഡ്: സ്സസസനന്്്്് ഇന്ന് 26 മെംം, 6820 പേർക്കു കൂടിട രോഗം, മൊത്തം 84,087",36.36363636363637,15.277777777777779,12.760671487807073
Njan rashtreeytthilekkilla: achchhante parttiye thalli ntn vijay,ഞാൻ രാഷ്ട്രീയത്തിലേക്കില്ല: അച്ഛന്റെ പാർട്ടിയെ തള്ളി നടൻ വിജയ്,ഞാൻ രാഷ്ട്രീയ്തതതിലേകകകലലലല: അച്ചഛ്്റെ പാർട്ടിയെ തല്ലി ന്റിഎ് വിജയ്,57.14285714285714,22.58064516129032,4.347208719449915
Enthukondu paltthayiyil‍ poyilla?; balavkasha kmmishne vimarshicchu mullpplli,എന്തുകൊണ്ട് പാലത്തായിയില്‍ പോയില്ല?; ബാലാവകാശ കമ്മിഷനെ വിമർശിച്ച് മുല്ലപ്പള്ളി,എന്തുകൊണ്ട് പൽത്തയിയിൽ‍ പോയില്ല?; ബാലവകാശ കെമമമിഷ്നെ വിമർശിച്ചു മുൽ്പ്പ്ലി,71.42857142857143,17.94871794871795,3.9281465090051313
"Thrushoor‍ 900, kozhikkotu 828, thiruvnnthpurm 756; kovidu jillaa knkku","തൃശൂര്‍ 900, കോഴിക്കോട് 828, തിരുവനന്തപുരം 756; കോവിഡ് ജില്ലാ കണക്ക്","തൃശൂർ‍ 900, കോഴിക്കോട്ട് 828, തിരുവുന്ന്പുർു 756; കോവിട് ജില്ലാ ക്ക്ക്ക്",55.55555555555556,19.11764705882353,3.391326091030751
Kovaksin varum prtheekshicchthilum neratthe; nlla phlprapthiyennu pdtnm,കോവാക്സിൻ വരും പ്രതീക്ഷിച്ചതിലും നേരത്തേ; നല്ല ഫലപ്രാപ്തിയെന്ന് പഠനം,കോവക്സിൻ വരും പൃതീീകഷഷി്ചചതതിലും നേരത്തെ; ല്ല്ല ഫ്ൽപപ്ാപ്തിയെന്ന് പിഡിടിിിംം,85.71428571428571,33.82352941176471,3.303164318013806
Mukhymnthiyute epiesu si.Em. Rveendrnu kovidu; idikku munnil hajrakilla,മുഖ്യമന്ത്രിയുടെ എപിഎസ് സി.എം. രവീന്ദ്രന് കോവിഡ്; ഇഡിക്കു മുന്നിൽ ഹാജരാകില്ല,മുഖിംം്്ഇയയയെ എപ്യീസ് സി.എം. വർീന്്നരന്് കോവിട്; ഇടിക്ക് മുന്നിൽ ഹജജരാകില്ല,75.0,27.631578947368425,3.303164318013808
‘kredittu kardu veettilundenkil njngl katthicchu klyille’; bineeshin‍re bharyamathav,‘ക്രെഡിറ്റ് കാർഡ് വീട്ടിലുണ്ടെങ്കിൽ ഞങ്ങൾ കത്തിച്ചു കളയില്ലേ’; ബിനീഷിന്‍റെ ഭാര്യാമാതാവ്,‘ക്രേഡിറ്റു കാർ് വീട്ടിലുണ്ടെങ്കില് ജെഎിങിൽ കത്തിി്ചു ക്ലിയില്ലേ’; ബിനീഷിൻ‍റെ ഭാര്യമതാത,100.0,24.137931034482758,0
Doktare kitappumuriyil‍ vivsthrnakki sthreekkoppam photto: 3 per‍ arasttil‍,ഡോക്ടറെ കിടപ്പുമുറിയില്‍ വിവസ്ത്രനാക്കി സ്ത്രീക്കൊപ്പം ഫോട്ടോ: 3 പേര്‍ അറസ്റ്റില്‍,ഡോക്ടറെ കിട്്പുമുററിിൽ‍ വിവ്സ്ത്നക്കക സ്ത്രീക്കൊപ്പം ഫോട്ടോ: 3 പേർ‍ അറസ്റ്റിൽ‍,50.0,15.853658536585366,14.772199911861211
Nyooseelandil veesa niynthnnglil ilavu prignnyil: priynka,ന്യൂസീലൻഡിൽ വീസ നിയന്ത്രണങ്ങളിൽ ഇളവ് പരിഗണനയിൽ: പ്രിയങ്ക,ന്യൂസീലണഡിൽ വീസ നിയ്ന്ത്ങ്ങഗ്ിൽൽ ഇളവു പ്രിഗ്ണ്യിയി: പ്രിയ്ൻ്,83.33333333333334,28.57142857142857,4.08248290463863
Aaraanu ee vidvesha prcharnm nttthunnth? Yogikkethire aanjaticchu nitheesh,ആരാണ് ഈ വിദ്വേഷ പ്രചാരണം നടത്തുന്നത്? യോഗിക്കെതിരെ ആഞ്ഞടിച്ച് നിതീഷ്,ആരാണ് ഈ വിദ്വേഷ പൃചർർംം ന്റ്ത്ുന്്്ത്? യോഗിക്കെതിരെ ആഞ്ഞടിച്ചു നിതീഷ്,37.5,16.176470588235293,15.61969968460128
Inthyilninnulla prthyeka vimanngl anishchitha kaltthekku vilakki chyna,ഇന്ത്യയിൽനിന്നുള്ള പ്രത്യേക വിമാനങ്ങൾ അനിശ്ചിത കാലത്തേക്കു വിലക്കി ചൈന,ഇന്ത്യിൽനിന്നുള്ള പൃതത്യേക വിമാം്ങ അനിശ്ചിത കൽത്തേക്ക് വിലക്കി ചൈന,57.14285714285714,12.857142857142856,7.7305517569394535
"Lau jihadu vipatthu, avasaanippikkaan niymm keanduvrum: bi.Esu.Yediyoorppa","ലൗ ജിഹാദ് വിപത്ത്, അവസാനിപ്പിക്കാൻ നിയമം കൊണ്ടുവരും: ബി.എസ്.യെഡിയൂരപ്പ","ലൌ ജിഹാദ് വിപത്ത്, അവസാനിപ്പിക്കാൻ നിയ്ംം കിണ്ടുവ്ു: ബി.എസു.യടിിയൂർപ്പ",57.14285714285714,15.492957746478872,16.348126556655487
Bharyyute mrntthil aaropanam: bhrtthavum jeevanotukki,ഭാര്യയുടെ മരണത്തിൽ ആരോപണം: ഭർത്താവും ജീവനൊടുക്കി,ഭാരിയയൂടട മൃന്തതതിൽ ആരോപണം: ഭൃതതവവം ജീവനോടുക്കി,80.0,25.0,5.372849659117708
"'prskthnaya ethiraliylla 2021l‍ shajiyennu sipiemminriyam, bhym avar‍kkaanu'","'അപ്രസക്തനായ എതിരാളിയല്ല 2021ല്‍ ഷാജിയെന്ന് സിപിഎമ്മിനറിയാം, ഭയം അവര്‍ക്കാണ്'","'പ്ആ്ക്ത്നയ എതിരാിയ്്്ല 2021ൽ‍ ഷാജിയെന്ന് സിപ്യമമമി്റരിയ, ഭൈയം അവർ‍ക്കാണ്'",85.71428571428571,25.97402597402597,3.303164318013806
Pthinarukari terasil prsvicchu; pee‍dippicchu grbhiniyakkiythu vyapari: arasttu,പതിനാറുകാരി ടെറസിൽ പ്രസവിച്ചു; പീ‍ഡിപ്പിച്ച് ഗർഭിണിയാക്കിയത് വ്യാപാരി: അറസ്റ്റ്,പ്തിണറുകരിി ടെറസിൽ പ്ആസവിച്ച്; പി‍ദിപ്പിച്ചു ഗ്ർിനിയക്്ിി്്് വ്യപപരര: അറസ്റ്റു,85.71428571428571,27.848101265822784,3.303164318013806
Ke.Em.Shajikkethiraya plastu keazha prathi: ti.Ti. Ismayilinte meazhiyetukkunnu,കെ.എം.ഷാജിക്കെതിരായ പ്ലസ്ടു കോഴ പരാതി: ടി.ടി. ഇസ്മയിലിന്റെ മൊഴിയെടുക്കുന്നു,കേ.എം.ഷജജിക്കെതിരയ പ്ലസസ്റ്് കെഴ പ്രതി: ടി.ടി. ഇസ്മയിലിന്റെ മോഴിയെടുക്കുന്നു,71.42857142857143,16.883116883116884,6.985342056580097
Idi smghm mtngiyilla; bineeshumayi bndhppetta kendrnglil‍ reydu thutarum,ഇഡി സംഘം മടങ്ങിയില്ല; ബിനീഷുമായി ബന്ധപ്പെട്ട കേന്ദ്രങ്ങളില്‍ റെയ്ഡ് തുടരും,ഇടി സ്ം്്ം മതറിങിയില്ല; ബിനീഷുമായി ബ്ന്ദ്പ്പെട്ട കെൻ്ടർർങങ്ലിൽ‍ റെയ്ടു തുടരും,75.0,29.72972972972973,3.303164318013808
Velluvilicchu tramp: plyittthum akramam; bheethiyil thiranjetuppu‌ udyogsthr,വെല്ലുവിളിച്ച് ട്രംപ്: പലയിടത്തും അക്രമം; ഭീതിയിൽ തിരഞ്ഞെടുപ്പ്‌ ഉദ്യോഗസ്ഥർ,വെല്ലുവിളിച്ചു ട്രാപ്്: പ്ലിയിത്ത്തും അക്രമം; ഭീതിയിൽ തിരഞ്ഞെടുപ്പ്‌ ഉദ്യോഗ്സ്ത്,57.14285714285714,13.333333333333334,16.348126556655487
"Thddhesha thiranjetuppu dismbr‍ 8, 10, 14; vottennal‍ 16nu, perumattcchttm nilavil‍","തദ്ദേശ തിരഞ്ഞെടുപ്പ് ഡിസംബര്‍ 8, 10, 14; വോട്ടെണ്ണല്‍ 16ന്, പെരുമാറ്റച്ചട്ടം നിലവില്‍","ത്്്ദേഷ തിരഞ്ഞെടുപ്പ് ഡിസ്ംർർർ‍ 8, 10, 14; വോട്ടെണ്നൽ‍ 16ന്, പെരുമററററ്്്്്്ടട നിലവിൽ‍",50.0,22.35294117647059,11.86840521952098
"‘chil donaldu, chil’; athe vakkukl kondu trampine prihsicchu gretta","‘ചിൽ ഡോണൾഡ്, ചിൽ’; അതേ വാക്കുകൾ കൊണ്ട് ട്രംപിനെ പരിഹസിച്ച് ഗ്രെറ്റ","‘ചിൽ ഡൊണാൾ്, ചിൽ’; അതേ വക്കുക് കൊണ്ട് ട്രാപിനെ പ്ര്ിിച്ച് ഗ്രേട്റ",55.55555555555556,18.181818181818183,6.030725360407769
"Rogikal kootunnu, mrnvum; kovidinu puthiya randu lkshnngl kooti","രോഗികൾ കൂടുന്നു, മരണവും; കോവിഡിന് പുതിയ രണ്ടു ലക്ഷണങ്ങൾ കൂടി","രോഗികൾ കൂട്ടുന്ന, മൃൻവംംം; കോവിദിനു പുതിയ രണ്ടു ൽക്ഷ്ങിങ്ൽ കൂടിട",62.5,25.0,6.500593260343692
Abdullakkuttiye kyyyettam cheytha kesil yuvavu arasttil,അബ്ദുല്ലക്കുട്ടിയെ കൈയ്യേറ്റം ചെയ്ത കേസിൽ യുവാവ് അറസ്റ്റിൽ,അബ്ദുള്ളക്കുട്ടിയെ കിയ്യേറ്റം ചെയ്ത കേസിൽ യുവാവ് അറസ്റ്റിൽ,33.33333333333333,5.172413793103448,50.813274815461476
Kealltthu 13kariye mutthchchhn peedippicchu; pen‍kutti aathmahathyaykku shramicchu,കൊല്ലത്ത് 13കാരിയെ മുത്തച്ഛൻ പീഡിപ്പിച്ചു; പെണ്‍കുട്ടി ആത്മഹത്യയ്ക്ക് ശ്രമിച്ചു,കീലൾതതത് 13കരിയെ മുത്ത്ചചച്ന പീഡിപ്പിച്ചു; പെൻ‍കുട്ടി ആത്മഹത്യയ്ക്ക് ശ്രമിച്ചു,57.14285714285714,16.25,7.7305517569394535
Kanathaya sekrtteriyttu udyogsthyute mruthdehm kandetthi,കാണാതായ സെക്രട്ടേറിയറ്റ് ഉദ്യോഗസ്ഥയുടെ മൃതദേഹം കണ്ടെത്തി,കനണ്തായ സെക്ടടടിറിറ്റ്് ഉദ്യോഗ്സ്ത്യൂടെ മൃത്ദേഹ കണ്ടെത്തി,80.0,23.214285714285715,5.372849659117708
Mharashtryil‍ kovidu vyapikkunnu; kootuthalum 31num 40num itayil praykkar,മഹാരാഷ്ട്രയില്‍ കോവിഡ് വ്യാപിക്കുന്നു; കൂടുതലും 31നും 40നും ഇടയിൽ പ്രായക്കാർ,ഹാാഷ്ട്രിയിൽ‍ കോവിട് വ്യാപിക്കുന്നു; കൂടുത്തതും 31നും 40നും ഇടയിൽ പ്രയ്കകകർ,50.0,17.105263157894736,14.772199911861211
Mkne kanan dmpthikl yukeyil; aashankaykkeaatuvil nattilekku tikkattu,മകനെ കാണാൻ ദമ്പതികൾ യുകെയിൽ; ആശങ്കയ്ക്കൊടുവിൽ നാട്ടിലേക്ക് ടിക്കറ്റ്,മകക്െ കാനൻ ഡിഎമപ്തിിക യുകെയിൽ; ആശങ്കയ്ക്കയാടുവിിൽ നട്ടടിേേക്ക് ടിക്കാ്റു,85.71428571428571,26.08695652173913,3.303164318013806
Lokdaun‍ niynthnm lamghicchu; atoor‍ prkashinethire veendum kes,ലോക്ഡൗണ്‍ നിയന്ത്രണം ലംഘിച്ചു; അടൂര്‍ പ്രകാശിനെതിരെ വീണ്ടും കേസ്,ലോക്ടൌൺ‍ നിയ്ന്ത്എിഎ ലംഘിച്ചു; അറ്റൂർ‍ പ്കകശിനെതിരെ വീണ്ടും കേസ്,57.14285714285714,25.0,7.7305517569394535
Asamil kovidu mukthanu pkrm vittycchthu reagiye; anveshanam,അസമിൽ കോവിഡ് മുക്തനു പകരം വിട്ടയച്ചത് രോഗിയെ; അന്വേഷണം,അസാിൽ കോവിട് മുക്തന് പികിഎംം വിട്ട്ച്ച്ച്ത റിഗിയെ; അന്വേഷണം,85.71428571428571,25.454545454545453,3.303164318013806
Vydyuthi bil vrdhna pinrayi srkkar jntthinu nlkiya vliya ati: ke.Surendran‍,വൈദ്യുതി ബിൽ വർധന പിണറായി സർക്കാർ ജനത്തിനു നൽകിയ വലിയ അടി: കെ.സുരേന്ദ്രന്‍,വൈദ്യുത്തി ബിൽ വൃദ്ന പിൻ്ായി സ്കകകകർ ജ്നത്തിനിന ക്ൽകകിയ വ്ളിയ അടി: കേ.സുരേന്ദ്രൻ‍,80.0,28.37837837837838,2.5098621243978974
Saudiyil kovidu badhicchu mlyali yuvavu maricchu,സൗദിയിൽ കോവിഡ് ബാധിച്ച് മലയാളി യുവാവ് മരിച്ചു,സൌദിയിൽ കോവിട് ബാിിചചചു മമലയലലി യുവാവ് മരിച്ചു,66.66666666666666,17.77777777777778,8.633400213704503
Rajsthanil kongrasu phon chortthunnu; aaropanavumaayi bijepi,രാജസ്ഥാനിൽ കോൺഗ്രസ് ഫോൺ ചോർത്തുന്നു; ആരോപണവുമായി ബിജെപി,രാജ്സ്തനിൽ കോൺഗ്രസ് ഫോൺ ചോർത്തുന്നു; ആരോപണവുമായി ബിജെപി,16.666666666666664,5.454545454545454,75.98356856515926
Prthishedhkkoottaymklil niranju brittan; sadhytha urappicchu kovidu rndam vrv,പ്രതിഷേധക്കൂട്ടായ്മകളിൽ നിറഞ്ഞ് ബ്രിട്ടൻ;  സാധ്യത ഉറപ്പിച്ച് കോവിഡ് രണ്ടാം വരവ്,പൃർിിഷേ്്്്ൂൂ്്്്കകകിൽൽൽ നിറഞ്ഞു ബ്രിട്ടൻ; സാ്്് ഉറപ്പിച്ചു കോവിട് ർണഡഡം വിർ്്,87.5,35.44303797468354,2.777619034011792
"Rajytthu rndam dinavum 11,000 ktnnu‌ kovidu rogikal; yogam vilicchu amithu shaa","രാജ്യത്ത് രണ്ടാം ദിനവും 11,000 കടന്ന്‌ കോവിഡ് രോഗികൾ; യോഗം വിളിച്ച് അമിത് ഷാ","രാജ്ത്ത്് ർണഡഡം ദിനവും 11,000 ക്ട്ന്ന്‌ കോവിട് രോഗികൾ; യോഗം വിളിച്ചു അമിത്ത് ഷാ",54.54545454545454,15.789473684210526,5.9609942732681
"Asabhyam prnju, kallerinju veezh‍tthi, nenchil paryittu kolpathkm; arasttu","അസഭ്യം പറഞ്ഞ്, കല്ലെറിഞ്ഞു വീഴ്‍ത്തി, നെഞ്ചിൽ പാറയിട്ട് കൊലപാതകം; അറസ്റ്റ്","അസഭ്യം പ്ആ്ജജജ, കല്ലെറിഞ്ഞു വീഴ്‍ത്തി, നെഞ്ചിൽ പര്യിട്ടു കൊൽപത്്്; അറസ്റ്റു",50.0,18.91891891891892,14.772199911861211
"Nalu shodrimarute kunjnujn, ayal veettile pyyn; theattthellam ntnppeannu","നാലു സഹോദരിമാരുടെ കുഞ്ഞനുജൻ, അയൽ വീട്ടിലെ പയ്യൻ; തൊട്ടതെല്ലാം നടനപ്പൊന്ന്","നാല ഷോഡ്രിമാുടെെ കുഞ്ഞുഞു, അയൽ വീട്ടിലെ പിയി്; തീഴറ്്്തെെല്ലാ ന്റിൻ്പ്പേനനന്",75.0,38.666666666666664,5.873949094699214
"Pithavinte mrnm kanendi vrunna dynytha; kovidinu thee vegam, pkcchu pakkisthan","പിതാവിന്റെ മരണം കാണേണ്ടി വരുന്ന ദൈന്യത; കോവിഡിന് തീ വേഗം, പകച്ച് പാക്കിസ്ഥാൻ","പിതാവിന്െെ മെംം കാണണ്ടി വൃന്ന ഡൈനിത; കോവിദിനു തീ വേഗം, പ്ക്ച്ച് പാകകകി്ഥഥൻ",80.0,21.052631578947366,4.46323613785333
"Prvasiklute yathra; prdhanmnthiyumayi chrccha, smoohvyapnmillennu manthi","പ്രവാസികളുടെ യാത്ര; പ്രധാനമന്ത്രിയുമായി ചർച്ച, സമൂഹവ്യാപനമില്ലെന്ന് മന്ത്രി","പ്വവാിക്്ുൂടട യാത്ര; പപഥൻൻൻനന്്ഇയുമായി ച്ചചച, സ്മൂൂവവയയപ്്്്ലലലെ്്് മാ്ത്ഐ",83.33333333333334,41.333333333333336,4.08248290463863
"Kearonykku jnithkmattm, apakatakaram; puthuroopatthil prthykshppettthu yooroppil","കൊറോണയ്ക്കു ജനിതകമാറ്റം, അപകടകരം; പുതുരൂപത്തിൽ പ്രത്യക്ഷപ്പെട്ടത് യൂറോപ്പിൽ","കിയോറോയ്ക്ക് ജ്നിത്ക്മട്ടടം, അപകടകരം; പുതുരൂപത്തിൽ പപർതൈക്ഷപ്പെത്്തത് യൂറോപ്പിൽ",50.0,25.0,9.554427922043669
Kollatthu kulatthil aj‍njaatha mruthdehm; gruhnathn mrtthil ninnu veenu maricchu,കൊല്ലത്ത് കുളത്തിൽ അജ്‍ഞാത മൃതദേഹം; ഗൃഹനാഥൻ മരത്തിൽ നിന്നു വീണു മരിച്ചു,കൊല്ലത്തു കുലത്തിൽ അജ്‍ഞാത്ത മൃത്ദേഹ; ഗൃഹ്നത് മൃതതതിൽ നിന്ന് വീണ് മരിച്ചു,88.88888888888889,19.718309859154928,2.3980296761827105
Kovidulla prvasiklkku prthyeka phlyttu venam: modikku pinrayiyute katthu,കോവിഡുള്ള പ്രവാസികൾക്ക് പ്രത്യേക ഫ്ലൈറ്റ് വേണം: മോദിക്ക് പിണറായിയുടെ കത്ത്,കോവിടുള്ള പ്വവാിക്കകകകക് പൃതത്യേക ഫ്ലിറ്റ്റ് വേണം: മോദിക്കു പിൻ്ായയയടടെ കത്ത്,75.0,22.972972972972975,3.303164318013808
‘aro mobyl phon vangi nalki’; aadivaasi penkuttiyute mrnm durooham,‘ആരോ മൊബൈൽ ഫോൺ വാങ്ങി നൽകി’; ആദിവാസി പെൺകുട്ടിയുടെ മരണം ദുരൂഹം,‘ആരോ മോബിൽ ഫോൺ വാങങി നൽകകി’; ആദിവാസി പെൺകുട്ടിയുടെ മെംം ദുരൂഹം,44.44444444444444,9.67741935483871,6.376715693797415
Njayrazhcha kootuthal rogikal kozhikkottu; jilla thiricchulla knkku,ഞായറാഴ്ച കൂടുതൽ രോഗികൾ കോഴിക്കോട്ട്; ജില്ല തിരിച്ചുള്ള കണക്ക്,ഞയ്രാഴ്ച കൂടുത്തൽ രോഗികൾ കോഴിക്കോട്ട്; ജില്ല തിരിച്ചുള്ള ക്ക്ക്ക്,42.857142857142854,13.114754098360656,41.113361690051974
"Neriya aashvaasam, kerltthil 56 perkku kovidu negatteevu; 54 puthiya rogikal","നേരിയ ആശ്വാസം, കേരളത്തിൽ 56 പേർക്ക് കോവിഡ് നെഗറ്റീവ്; 54 പുതിയ രോഗികൾ","നേരിയ ആശ്വാസം, കേർൽതതിൽൽ 56 പേർക്കു കോവിട് നെഗറ്റീവ്; 54 പുതിയ രോഗികൾ",30.0,8.695652173913043,32.46679154750989
Charttedu vimanyathrikrkku kovidu testtu: vimrshnvumayi umman‍ chandiyum chennitthlyum,ചാർട്ടേഡ് വിമാനയാത്രികർക്ക് കോവിഡ് ടെസ്റ്റ്: വിമർശനവുമായി ഉമ്മന്‍ ചാണ്ടിയും ചെന്നിത്തലയും,ചാർ്്ടടട വിമാ്്്ത്ൃികകകകകക് കോവിട് ടെസ്റ്റ്: വിമശശ്വുുമായി ഉമ്മൻ‍ ചണ്ടിയും ചെന്നിത്ത്ലിയും,87.5,22.47191011235955,2.777619034011792
Judeeshyal ophisarkku aarum illattha avastha; jadji haniye pinthunacchu jasttisu kemal pasha,ജുഡീഷ്യൽ ഓഫിസർക്ക് ആരും ഇല്ലാത്ത അവസ്ഥ; ജഡ്ജി ഹണിയെ പിന്തുണച്ച് ജസ്റ്റിസ് കെമാൽ പാഷ,ജുദീഷ്യൽ ഓഫിസർക്ക് ആരും ഇല്ലത്ത അവസ്ഥ; ജഡ്ജി ഹാിിയെ പിന്തുണ്്ചു ജസ്റ്റിസ് കേമൽ പശ,54.54545454545454,12.048192771084338,5.9609942732681
Achchhanenthu pizhcchenna chodyam prihasym; prsthantthekkuricchu en.I. Balraminte mkn,അച്ഛനെന്തു പിഴച്ചെന്ന ചോദ്യം പരിഹാസ്യം; പ്രസ്ഥാനത്തെക്കുറിച്ച് എൻ.ഇ. ബാലറാമിന്റെ മകൻ,അച്ഛഛെനനതത പിഴ്ച്ചെന്ന ചോദ്യം പ്രിസിം; പ്ശ്ഥനന്തതെക്കകിിചചച എൻ.ഐ. ബൽറമമിന്െ മകകി,87.5,29.761904761904763,2.777619034011792
Deha prishodhnykkayi etthiccha vimana yathrkkarn loriyil kyri rkshppettu: ksttms,ദേഹ പരിശോധനയ്ക്കായി എത്തിച്ച വിമാന യാത്രക്കാരൻ ലോറിയിൽ കയറി രക്ഷപ്പെട്ടു: കസ്റ്റംസ്,ദേഹ പ്രിശിന്നിക്കായായ ഇത്തിച്ച വിമാന യത്ൃകകകർർ ലോറിയിൽ കിരി കക്ഷ്പ്പെട്ടു: കെഎസഎിിിസസസ,66.66666666666666,32.53012048192771,3.155984539112946
Par‍tti thal‍pryngl‍ anusaricchilla; yuvklakarnu sipiemminte aprakhyaapitha vilakku,പാര്‍ട്ടി താല്‍പര്യങ്ങള്‍ അനുസരിച്ചില്ല; യുവകലാകാരന് സിപിഎമ്മിന്റെ അപ്രഖ്യാപിത വിലക്ക്,പാർ‍ട്ടി താൽ‍പ്രിംിങിൽ‍ അനുസരിച്ചില്ല; യുവ്ക്ലകകന്് സിപ്യമമിിന്റെ അപ്രഖ്യാപിത വിലക്കു,71.42857142857143,25.581395348837212,3.9281465090051313
Thddheshthirnjetuppil kovida‍് rogikalkkum vottu cheyyam; krmeekrnngl ingane,തദ്ദേശതിരഞ്ഞെടുപ്പിൽ കോവിഡ‍് രോഗികൾക്കും വോട്ടു ചെയ്യാം; ക്രമീകരണങ്ങൾ ഇങ്ങനെ,ത്ദ്ദേഷ്തിർർഞഞ്ടട്പപപപൽ കോവിട‍് രോഗികൾക്കും വോട്ടു ചെയ്യം; ക്മമകകകങങ്ങ് ഇങ്ങനെ,57.14285714285714,23.684210526315788,7.7305517569394535
Aadya dinam thanne pnimutkki pothumramtthu vakuppinte rasttu hausu on‍lyn bukking,ആദ്യ ദിനം തന്നെ പണിമുടക്കി പൊതുമരാമത്ത് വകുപ്പിന്റെ റസ്റ്റ് ഹൗസ് ഓണ്‍ലൈൻ ബുക്കിങ്,ആദ്യ ദിനം തന്നെ പ്ണിമുട്ക്കി പൊതുമരരംതതത വകുപ്പിന്റെ റസ്റ്റു ഹൌസു ഓൺ‍ലൈൻ ബുക്കിങ്,50.0,13.580246913580247,11.86840521952098
"7002 perkkukooti kovidu, 7854 per negtteevayi; chikithsayil 83,208 rogikal","7002 പേർക്കുകൂടി കോവിഡ്, 7854 പേർ നെഗറ്റീവായി; ചികിത്സയിൽ 83,208 രോഗികൾ","7002 പേർക്കുകൂടി കോവിട്, 7854 പേർ നേഗ്റ്റീവാി; ചികിത്സയിൽ 83,208 രോഗികൾ",22.22222222222222,5.633802816901409,17.44391898986843
Ishtkkarkku ‘namnirdeshm’; yootthu kongrasil thirukikkyttlennu aakshepam,ഇഷ്ടക്കാർക്ക് ‘നാമനിർദേശം’; യൂത്ത് കോൺഗ്രസിൽ തിരുകിക്കയറ്റലെന്ന് ആക്ഷേപം,ഇഷ്ട്്കർകകകക് ‘നംനിർർേശഷ’; യൂത്ത് കോൺഗ്രസിൽ തിരുകിക്കി്്ട്്്ല്ന ആക്ഷേപം,50.0,22.22222222222222,9.554427922043669
Embibies: svashrya medikkal koljuklile pheesu nishchayicchu; nirakku ingane,എംബിബിഎസ്: സ്വാശ്രയ മെഡിക്കൽ കോളജുകളിലെ ഫീസ് നിശ്ചയിച്ചു; നിരക്ക് ഇങ്ങനെ,എംബിബീസ്: സ്വശ്ര്യ മെടിക്കൽ കോൽജുക്ളിലെ ഫീസ് നിശ്ചയിച്ചു; നിരക്ക് ഇങ്ങനെ,50.0,9.722222222222223,34.5720784641941
